id,subject,sender,date,body,label,source
540,Todo correcto,administracion@clinicasanmiguel.ec,28/03/2027,Recibimos el documento tributario y no encontramos diferencias. Muchas gracias.,Facturas,synthetic
541,Avancemos con la siguiente fase,alianzas@impulsa360.ec,16/03/2027,"Hola equipo. Creemos que ya estamos listos para iniciar la siguiente fase del proyecto. Si les parece bien, podemos revisar el cronograma durante esta semana.",Colaboraciones,synthetic
542,Reunión confirmada,proyectos@redempresarial.ec,19/03/2027,Confirmamos nuestra participación en la reunión del jueves. Revisaremos el avance del proyecto y las actividades pendientes.,Colaboraciones,synthetic
543,FW: Comentarios del comité,eventos@camaraempresarial.ec,22/03/2027,Reenvío las observaciones del comité para que podamos analizarlas antes del próximo encuentro. Creemos que ayudarán a fortalecer la propuesta.,Colaboraciones,synthetic
544,Buena noticia,contacto@asociacioncomercial.ec,25/03/2027,La dirección aprobó continuar con el proyecto conjunto. Ahora solo necesitamos organizar el calendario de actividades.,Colaboraciones,synthetic
545,Seguimos en contacto,alianzas@impulsadigital.ec,28/03/2027,Gracias por el apoyo durante estas semanas. En los próximos días compartiremos una nueva versión del plan de trabajo.,Colaboraciones,synthetic
546,Una última consulta,compras@ferreteriacentral.ec,17/03/2027,Hola. Antes de confirmar la fecha de instalación queremos saber cuánto tiempo tomará la migración de la información.,Clientes,synthetic
547,Nos ayuda con esto,contacto@agrocomercial.ec,20/03/2027,Buenas. ¿Podrían indicarnos si el soporte telefónico también está disponible durante feriados?,Clientes,synthetic
548,Re: Propuesta recibida,administracion@textilesandinos.ec,22/03/2027,Gracias por enviar la propuesta actualizada. Nuestro equipo la revisará durante los próximos días y luego enviaremos comentarios.,Clientes,synthetic
549,Pequeño ajuste,gerencia@comercialhorizonte.ec,26/03/2027,Necesitamos incorporar un nuevo indicador en los reportes solicitados. El resto de requerimientos permanece igual.,Clientes,synthetic
550,Esperamos su respuesta,ventas@hotelmirador.ec,28/03/2027,Quedamos atentos a la versión ajustada de la propuesta para presentarla al comité de compras.,Clientes,synthetic
551,Conozca la nueva versión,marketing@softgestion.ec,17/03/2027,Presentamos la actualización más reciente de nuestra plataforma con nuevas herramientas para pequeñas empresas.,Publicidad,synthetic
552,Invitación especial,eventos@tecnologiaempresarial.ec,20/03/2027,Nos gustaría contar con su participación en nuestro evento sobre automatización e inteligencia artificial aplicada a los negocios.,Publicidad,synthetic
553,Beneficios de temporada,publicidad@consultoraintegral.ec,23/03/2027,Durante abril estarán disponibles beneficios especiales para empresas que contraten nuestros servicios.,Publicidad,synthetic
554,Catálogo actualizado,comunicacion@comercialpacifico.ec,26/03/2027,Adjuntamos nuestro catálogo con las novedades y promociones vigentes para este trimestre.,Publicidad,synthetic
555,Últimos días,ventas@nubeempresarial.ec,28/03/2027,Aún está a tiempo de aprovechar nuestra promoción en soluciones cloud para empresas.,Publicidad,synthetic
556,Entrega completada,seguimiento@enviosandinos.ec,17/03/2027,El envío fue entregado correctamente y ya consta como recibido por el destinatario.,Varios,synthetic
557,Renovación procesada,servicios@webhosting.ec,20/03/2027,La renovación de su servicio fue registrada correctamente. Gracias por confiar en nosotros.,Varios,synthetic
558,Mantenimiento finalizado,soporte@nubeempresarial.ec,23/03/2027,Las tareas de mantenimiento concluyeron sin inconvenientes y todos los sistemas están operativos.,Varios,synthetic
559,Movimiento bancario,notificaciones@bancocapital.ec,26/03/2027,Se registró un movimiento en su cuenta empresarial. Este mensaje es únicamente informativo.,Varios,synthetic
560,Aviso informativo,informacion@serviciosmunicipales.ec,28/03/2027,Compartimos información actualizada sobre los horarios de atención para el próximo mes.,Varios,synthetic
561,Re: Factura pendiente,legal@gestionplus.ec,02/04/2027,"Buenos días. Aunque el asunto hace referencia a la factura, el motivo principal es confirmar que el contrato ya incorpora las modificaciones solicitadas por ambas partes. Cuando quede firmado podremos continuar con el resto del proceso administrativo.",Contratos,synthetic
562,FW: Documentos del proyecto,gerencia@comercialhorizonte.ec,04/04/2027,"Reenvío toda la documentación para evitar confusiones. La cotización, la orden de compra y el cronograma permanecen vigentes; únicamente necesitamos validar la versión definitiva del acuerdo.",Contratos,synthetic
563,Solo una observación,administracion@consultoraintegral.ec,07/04/2027,Hola. Todo está correcto. Solo pedimos modificar la fecha de vigencia antes de firmar el convenio.,Contratos,synthetic
564,Recién pudimos revisarlo,direccion@infraandes.ec,10/04/2027,Perdón por la demora. Nuestro departamento jurídico terminó la revisión y únicamente mantiene una observación relacionada con la responsabilidad sobre los respaldos de información.,Contratos,synthetic
565,Listos para comenzar,proyectos@serviciosintegrales.ec,14/04/2027,Confirmamos que el documento fue aprobado por ambas organizaciones. Desde nuestra parte podemos iniciar el proyecto cuando ustedes lo consideren conveniente.,Contratos,synthetic
566,Archivo corregido,facturacion@distribuidorasierra.ec,03/04/2027,Adjunto nuevamente la factura. El PDF anterior estaba dañado y algunos datos no podían visualizarse correctamente.,Facturas,synthetic
567,¿Nos ayudan con esto?,tesoreria@hotelmirador.ec,05/04/2027,Buenas. Solo necesitamos confirmar el número de autorización del comprobante para completar nuestro registro contable.,Facturas,synthetic
568,Pago en proceso,contabilidad@papelerianacional.ec,08/04/2027,Ya verificamos la información enviada. Si no existen nuevas modificaciones procesaremos el pago durante esta semana.,Facturas,synthetic
569,FW: Documento tributario,pagos@importadoraandina.ec,11/04/2027,Reenvío el documento para que también lo revise nuestro departamento financiero antes del cierre mensual.,Facturas,synthetic
570,Todo coincide,administracion@clinicasanmiguel.ec,14/04/2027,Comparamos el comprobante con nuestros registros y toda la información coincide. Gracias por la pronta respuesta.,Facturas,synthetic
571,¿Cómo seguimos?,alianzas@impulsa360.ec,02/04/2027,Hola. Después de la reunión creemos que sería conveniente definir las actividades de la siguiente etapa antes de preparar un nuevo convenio.,Colaboraciones,synthetic
572,Comentarios del directorio,proyectos@redempresarial.ec,05/04/2027,El directorio revisó la propuesta y considera que existen buenas oportunidades para ampliar el proyecto hacia nuevas empresas participantes.,Colaboraciones,synthetic
573,Re: Reunión del jueves,eventos@camaraempresarial.ec,08/04/2027,Perfecto. Confirmamos nuestra asistencia. Aprovecharemos ese espacio para revisar el cronograma y distribuir responsabilidades.,Colaboraciones,synthetic
574,Gracias por las sugerencias,contacto@asociacioncomercial.ec,11/04/2027,Incorporamos todas las recomendaciones recibidas. Enviaremos una nueva versión del plan durante los próximos días.,Colaboraciones,synthetic
575,Fase piloto aprobada,alianzas@impulsadigital.ec,14/04/2027,La dirección aprobó iniciar la fase piloto del proyecto. Si los resultados son positivos ampliaremos la colaboración.,Colaboraciones,synthetic
576,Sobre la factura,compras@ferreteriacentral.ec,03/04/2027,Gracias por enviar el comprobante. En realidad escribo porque necesitamos cambiar la fecha de instalación; el resto del proceso está correcto.,Clientes,synthetic
577,Nos surgió otra duda,contacto@agrocomercial.ec,06/04/2027,Hola. Después de conversar con nuestro personal apareció una consulta sobre las copias de seguridad automáticas. ¿Podrían explicarnos cómo funcionan?,Clientes,synthetic
578,Actualización del alcance,administracion@textilesandinos.ec,09/04/2027,Nuestro equipo decidió incorporar un nuevo proceso dentro del proyecto. Agradeceríamos recibir una propuesta ajustada.,Clientes,synthetic
579,Re: Información recibida,gerencia@comercialhorizonte.ec,12/04/2027,Gracias por responder. Con la información enviada ya podemos continuar evaluando internamente la contratación.,Clientes,synthetic
580,Seguimos revisando,ventas@hotelmirador.ec,14/04/2027,Todavía estamos revisando la propuesta. Esperamos compartir nuestra decisión durante la próxima semana.,Clientes,synthetic
581,Conozca las novedades de abril,marketing@softgestion.ec,03/04/2027,Presentamos nuevas funcionalidades desarrolladas para optimizar procesos administrativos en pequeñas empresas.,Publicidad,synthetic
582,Invitación abierta,eventos@tecnologiaempresarial.ec,05/04/2027,Nos gustaría contar con su participación en nuestro próximo evento sobre transformación digital para MiPYMEs.,Publicidad,synthetic
583,Última semana de promoción,publicidad@consultoraintegral.ec,08/04/2027,Aún puede acceder a nuestras promociones especiales contratando cualquiera de nuestros servicios antes de finalizar el mes.,Publicidad,synthetic
584,Nuevo brochure,comunicacion@comercialpacifico.ec,11/04/2027,Adjuntamos nuestro nuevo brochure institucional con información actualizada sobre nuestros servicios.,Publicidad,synthetic
585,Beneficios adicionales,ventas@nubeempresarial.ec,14/04/2027,Durante abril todos nuestros planes incluyen almacenamiento adicional sin costo.,Publicidad,synthetic
586,Entrega completada,seguimiento@enviosandinos.ec,03/04/2027,Confirmamos que el envío fue entregado correctamente.,Varios,synthetic
587,Servicio renovado,servicios@webhosting.ec,05/04/2027,La renovación fue registrada exitosamente. Gracias por continuar utilizando nuestra plataforma.,Varios,synthetic
588,Actualización programada,soporte@nubeempresarial.ec,08/04/2027,El próximo domingo realizaremos una actualización preventiva. Esperamos una interrupción menor de aproximadamente quince minutos.,Varios,synthetic
589,Movimiento registrado,notificaciones@bancocapital.ec,11/04/2027,Se registró un nuevo movimiento en su cuenta empresarial. Este mensaje es únicamente informativo.,Varios,synthetic
590,Horario especial,informacion@serviciosmunicipales.ec,14/04/2027,Durante la próxima semana atenderemos en horario especial debido a actividades institucionales.,Varios,synthetic
591,Pendiente de confirmar,legal@gestionplus.ec,16/04/2027,"Antes de emitir cualquier comprobante necesitamos cerrar el acuerdo definitivo. El cliente ya confirmó la compra, pero la prioridad sigue siendo el contrato.",Contratos,synthetic
592,Comprobante validado,facturacion@distribuidorasierra.ec,17/04/2027,El área financiera confirmó que la factura cumple con todos los requisitos tributarios.,Facturas,synthetic
593,Nueva propuesta,alianzas@impulsa360.ec,18/04/2027,Creemos que podemos ampliar la colaboración incluyendo nuevas actividades para el segundo semestre.,Colaboraciones,synthetic
594,Solo confirmar una fecha,compras@ferreteriacentral.ec,19/04/2027,¿La instalación continúa prevista para el martes? Con esa información organizaremos a nuestro equipo.,Clientes,synthetic
595,Conferencia gratuita,marketing@softgestion.ec,20/04/2027,Inscríbase sin costo en nuestra conferencia sobre automatización empresarial y gestión inteligente de procesos.,Publicidad,synthetic
596,Aviso de mantenimiento,soporte@nubeempresarial.ec,21/04/2027,Realizaremos tareas preventivas en nuestros servidores durante la madrugada del sábado.,Varios,synthetic
597,Última revisión,direccion@infraandes.ec,22/04/2027,El documento quedó prácticamente listo. Solo esperamos la aprobación final de gerencia para proceder con la firma.,Contratos,synthetic
598,Documento recibido,tesoreria@hotelmirador.ec,23/04/2027,Confirmamos la recepción del comprobante electrónico. Muchas gracias por el envío.,Facturas,synthetic
599,Seguimiento,contacto@asociacioncomercial.ec,24/04/2027,Quedamos atentos a sus comentarios sobre el plan de trabajo compartido durante la reunión.,Colaboraciones,synthetic
600,Muchas gracias,gerencia@comercialhorizonte.ec,25/04/2027,Solo queremos agradecer el acompañamiento durante todo el proceso de evaluación. En los próximos días les comunicaremos la decisión final sobre la contratación.,Clientes,synthetic
601,Re: Ajustes antes de la firma,legal@constructoraandes.ec,02/05/2027,Buenos días. Nuestro departamento jurídico revisó la última versión del contrato y únicamente solicita modificar la cláusula relacionada con la confidencialidad. Una vez aceptados esos cambios podremos proceder con la firma.,Contratos,synthetic
602,Convenio de prestación de servicios,gerencia@serviciosintegrales.ec,03/05/2027,Adjuntamos el convenio actualizado para su revisión. El documento incorpora las observaciones discutidas durante la reunión de la semana pasada.,Contratos,synthetic
603,Anexo pendiente,administracion@logisticaecuador.ec,05/05/2027,El contrato principal ya fue aprobado. Solo falta incorporar el anexo técnico antes de iniciar la ejecución del proyecto.,Contratos,synthetic
604,RV: Revisión del acuerdo,direccion@comercialsierra.ec,07/05/2027,Reenviamos el acuerdo para confirmar que todos los responsables estén de acuerdo con las condiciones establecidas.,Contratos,synthetic
605,Firma electrónica disponible,notificaciones@firmadigital.ec,09/05/2027,El documento contractual está listo para ser firmado electrónicamente. Cada participante recibirá un enlace individual.,Contratos,synthetic
606,Comprobante de retención,contabilidad@proveedoresnacionales.ec,02/05/2027,Adjuntamos el comprobante de retención correspondiente al pago realizado durante el mes anterior. Favor confirmar su recepción.,Facturas,synthetic
607,Factura observada,tesoreria@papeleriacentral.ec,04/05/2027,Encontramos una diferencia en el subtotal de la factura enviada. Solicitamos emitir una nueva versión antes del cierre contable.,Facturas,synthetic
608,Pago acreditado,pagos@insumosindustriales.ec,06/05/2027,El pago fue procesado correctamente. Adjuntamos el comprobante para su registro administrativo.,Facturas,synthetic
609,Documento tributario,facturacion@servicioscorporativos.ec,08/05/2027,Compartimos el documento tributario correspondiente al mantenimiento realizado durante abril.,Facturas,synthetic
610,Confirmación de recepción,administracion@equipamientocomercial.ec,10/05/2027,Confirmamos que la factura electrónica fue recibida correctamente y será procesada por nuestro departamento financiero.,Facturas,synthetic
611,Propuesta para desarrollar un webinar,alianzas@softwareempresarial.ec,03/05/2027,Nos gustaría organizar un webinar conjunto sobre transformación digital dirigido a pequeñas empresas. Creemos que ambas organizaciones pueden aportar valor.,Colaboraciones,synthetic
612,Participación en feria comercial,eventos@camaraquito.ec,05/05/2027,Invitamos a su empresa a participar en una feria empresarial donde varias organizaciones compartirán un espacio de exhibición.,Colaboraciones,synthetic
613,Proyecto conjunto,proyectos@innovacionregional.ec,07/05/2027,Estamos evaluando desarrollar una solución tecnológica junto con su empresa. Quedamos atentos para coordinar una reunión.,Colaboraciones,synthetic
614,Alianza estratégica,direccion@clusterindustrial.ec,09/05/2027,Nuestro directorio aprobó iniciar conversaciones para establecer una alianza estratégica enfocada en capacitación empresarial.,Colaboraciones,synthetic
615,Seguimiento a la propuesta,contacto@redempresas.ec,11/05/2027,Gracias por la reunión sostenida ayer. Esperamos avanzar con la propuesta de cooperación durante este mes.,Colaboraciones,synthetic
616,Consulta sobre disponibilidad,compras@hospitalregional.ec,02/05/2027,Buenos días. Necesitamos conocer la disponibilidad del servicio para iniciar el proceso de contratación durante este mes.,Clientes,synthetic
617,Seguimiento al soporte,cliente@ferreteriaoccidente.ec,04/05/2027,El incidente reportado continúa abierto. ¿Podrían indicarnos el estado actual del caso?,Clientes,synthetic
618,Solicitud de cotización,administracion@cooperativasantafe.ec,06/05/2027,Nos interesa recibir una propuesta económica para implementar su solución en nuestras oficinas.,Clientes,synthetic
619,Cambio de datos,contacto@centromedicoandes.ec,08/05/2027,Solicitamos actualizar el correo registrado para continuar recibiendo comunicaciones relacionadas con nuestro servicio.,Clientes,synthetic
620,Reunión confirmada,ventas@imprentacentral.ec,10/05/2027,Confirmamos la reunión del próximo jueves para revisar la propuesta enviada anteriormente.,Clientes,synthetic
621,Últimos días de descuento,marketing@gestionerp.ec,03/05/2027,Solo hasta el viernes podrá contratar cualquiera de nuestros planes empresariales con un descuento especial.,Publicidad,synthetic
622,Nuevo catálogo,ventas@suministrosoficina.ec,05/05/2027,Compartimos nuestro catálogo actualizado con mobiliario y equipos para oficinas.,Publicidad,synthetic
623,Invitación al evento,eventos@tecnologiaempresas.ec,07/05/2027,Lo invitamos a participar en nuestro evento gratuito sobre automatización de procesos administrativos.,Publicidad,synthetic
624,Newsletter de mayo,comunicacion@solucionesdigitales.ec,09/05/2027,Conozca las novedades incorporadas este mes en nuestra plataforma empresarial.,Publicidad,synthetic
625,Promoción especial,ofertas@hostingecuador.ec,11/05/2027,Contrate hoy su plan anual de alojamiento web y reciba dos meses adicionales sin costo.,Publicidad,synthetic
626,Movimiento bancario registrado,notificaciones@bancopichincha.ec,02/05/2027,Le informamos que se registró un crédito en su cuenta empresarial por el valor transferido esta mañana.,Varios,synthetic
627,Declaración disponible,avisos@sri.gob.ec,04/05/2027,Su declaración tributaria ya puede ser consultada mediante los servicios en línea del SRI.,Varios,synthetic
628,Entrega completada,seguimiento@servientrega.com.ec,06/05/2027,El paquete enviado fue entregado correctamente al destinatario registrado.,Varios,synthetic
629,Recordatorio de renovación,notificaciones@nic.ec,08/05/2027,Su dominio empresarial vencerá en quince días. Realice la renovación para evitar interrupciones del servicio.,Varios,synthetic
630,Mantenimiento programado,infraestructura@nubeempresarial.ec,10/05/2027,Durante la madrugada del domingo realizaremos mantenimiento preventivo de nuestros servidores. Algunos servicios podrían presentar interrupciones temporales.,Varios,synthetic
631,Todavía no tenemos respuesta,marcela.gomez@gmail.com,12/05/2027,Buenos días. La semana pasada solicitamos información sobre el servicio y todavía no recibimos respuesta. ¿Podrían ayudarnos? Gracias.,Clientes,synthetic
632,Consulta,compras@ferreteriaelsol.ec,12/05/2027,Hola. ¿Todavía tienen disponibilidad para instalar el sistema este mes?,Clientes,synthetic
633,No quedó funcionando,jose.martinez@hotmail.com,13/05/2027,Buenas tardes. Después de la instalación algunos reportes no funcionan correctamente. ¿Nos ayudan revisando el caso?,Clientes,synthetic
634,Gracias por el soporte,patricia.lopez@gmail.com,13/05/2027,Solo quería agradecer la ayuda brindada ayer. El inconveniente quedó solucionado.,Clientes,synthetic
635,Re: Cotización,ventas@agroinsumosdelvalle.ec,14/05/2027,Revisamos la propuesta. Solo necesitamos actualizar la cantidad de usuarios antes de aprobarla.,Clientes,synthetic
636,Cambio de correo,miguel.sanchez@gmail.com,14/05/2027,Buenos días. Por favor actualicen nuestro correo porque ya no utilizamos el anterior.,Clientes,synthetic
637,Seguimiento,gerencia@imprentalatino.ec,15/05/2027,Hola. ¿Existe alguna novedad sobre la propuesta enviada la semana pasada?,Clientes,synthetic
638,Una duda,luis.espinoza@gmail.com,15/05/2027,¿Las copias de seguridad están incluidas en el servicio o tienen un costo adicional?,Clientes,synthetic
639,Reunión,administracion@cooperativasantarosa.ec,16/05/2027,Confirmamos nuestra asistencia a la reunión del martes.,Clientes,synthetic
640,Nos interesa continuar,contacto@clinicafamiliar.ec,16/05/2027,El comité revisó la propuesta y desea avanzar con el proyecto. Esperamos la versión actualizada.,Clientes,synthetic
641,Consulta rápida,ana.paredes@gmail.com,17/05/2027,Hola. ¿Cuánto tiempo demora normalmente la implementación?,Clientes,synthetic
642,No podemos ingresar,operaciones@transportesrios.ec,17/05/2027,Desde esta mañana no podemos acceder al sistema. Agradecemos revisar el inconveniente.,Clientes,synthetic
643,Todo correcto,jorge.velasco@gmail.com,18/05/2027,Ya revisamos la propuesta. No tenemos observaciones adicionales.,Clientes,synthetic
644,Pendiente,compras@comercialmilenio.ec,18/05/2027,Seguimos esperando la propuesta ajustada con los cambios solicitados.,Clientes,synthetic
645,Excelente servicio,rosa.castro@gmail.com,19/05/2027,Muchas gracias por el acompañamiento durante la implementación. Todo salió muy bien.,Clientes,synthetic
646,Confirmación,administracion@hotelplaza.ec,19/05/2027,Confirmamos que continuaremos con el proceso de contratación.,Clientes,synthetic
647,Consulta sobre capacitación,ventas@distribuidorasanmiguel.ec,20/05/2027,¿La capacitación puede realizarse de forma virtual?,Clientes,synthetic
648,Información adicional,paola.rios@gmail.com,20/05/2027,Antes de tomar la decisión necesitamos conocer si existe soporte los fines de semana.,Clientes,synthetic
649,Adjunto la factura,maria.facturas@gmail.com,12/05/2027,Buenas tardes. Adjunto la factura correspondiente al trabajo realizado esta semana. Gracias.,Facturas,synthetic
650,Comprobante,carlos@repuestoscentral.ec,13/05/2027,Le envío el comprobante solicitado. Quedo atento.,Facturas,synthetic
651,Pago recibido,tesoreria@proveedorindustrial.ec,14/05/2027,Confirmamos la recepción del pago. Muchas gracias.,Facturas,synthetic
652,Corrección,facturacion@papeleriaelsol.ec,15/05/2027,Adjuntamos nuevamente la factura con la razón social corregida.,Facturas,synthetic
653,Factura mayo,servicios@limpiezatotal.ec,16/05/2027,Compartimos la factura correspondiente al servicio mensual.,Facturas,synthetic
654,Comprobante actualizado,contabilidad@tecnicentroandes.ec,17/05/2027,El documento anterior tenía un error. Este archivo reemplaza completamente al anterior.,Facturas,synthetic
655,Documento tributario,miguel.contador@gmail.com,18/05/2027,Adjunto el comprobante electrónico autorizado.,Facturas,synthetic
656,Re: Factura,administracion@textilesrios.ec,19/05/2027,Todo correcto. Procesaremos el pago durante esta semana.,Facturas,synthetic
657,Pago pendiente,tesoreria@cooperativasantafe.ec,20/05/2027,Necesitamos confirmar un dato antes de emitir el pago.,Facturas,synthetic
658,Archivo PDF,proveedor@equiposdelta.ec,20/05/2027,Reenvío el PDF porque el anterior estaba incompleto.,Facturas,synthetic
659,Movimiento registrado,notificaciones@bancoguayaquil.com,12/05/2027,Se acreditó una transferencia en su cuenta empresarial.,Varios,synthetic
660,Declaración disponible,avisos@sri.gob.ec,13/05/2027,Su declaración ya se encuentra disponible para consulta.,Varios,synthetic
661,Entrega realizada,seguimiento@servientrega.com.ec,14/05/2027,Su envío fue entregado correctamente.,Varios,synthetic
662,Recordatorio,notificaciones@iess.gob.ec,15/05/2027,Le recordamos revisar las obligaciones pendientes de este mes.,Varios,synthetic
663,Dominio próximo a vencer,avisos@nic.ec,16/05/2027,Su dominio vencerá en diez días.,Varios,synthetic
664,Mantenimiento,soporte@nubeempresarial.ec,17/05/2027,Este domingo realizaremos mantenimiento preventivo.,Varios,synthetic
665,Actualización de Microsoft 365,notificaciones@microsoft.com,18/05/2027,Se aplicarán mejoras de seguridad durante el fin de semana.,Varios,synthetic
666,Horario especial,info@municipioquito.gob.ec,19/05/2027,Durante el feriado atenderemos en horario especial.,Varios,synthetic
667,Transferencia completada,notificaciones@produbanco.com,20/05/2027,La transferencia fue acreditada correctamente.,Varios,synthetic
668,Cambio de contraseña,accounts-noreply@google.com,20/05/2027,Su contraseña fue modificada correctamente.,Varios,synthetic
669,Solo falta la firma,carlos@constructoraandes.ec,12/05/2027,Hola. El contrato ya está listo. Cuando puedan lo firmamos y arrancamos el proyecto.,Contratos,synthetic
670,Revisión final,legal@transportesrios.ec,14/05/2027,Nuestro abogado únicamente solicita modificar una cláusula antes de firmar.,Contratos,synthetic
671,Convenio actualizado,direccion@grupocosta.ec,16/05/2027,Adjuntamos la versión definitiva del convenio con todos los cambios acordados.,Contratos,synthetic
672,Documento listo,fernando@consultoriauno.ec,18/05/2027,El documento contractual quedó listo para revisión.,Contratos,synthetic
673,Pendiente de aprobación,gerencia@importadoraandes.ec,20/05/2027,Solo esperamos la aprobación de gerencia para proceder con la firma.,Contratos,synthetic
674,Webinar gratuito,eventos@camaraquito.ec,13/05/2027,Lo invitamos a participar en nuestro webinar para pequeñas empresas.,Publicidad,synthetic
675,Oferta especial,marketing@erp360.ec,15/05/2027,Durante este mes obtenga un descuento especial en nuestros planes.,Publicidad,synthetic
676,Nuevo catálogo,ventas@mueblesoficina.ec,17/05/2027,Compartimos nuestro nuevo catálogo empresarial.,Publicidad,synthetic
677,Newsletter,comunicacion@softwaregestion.ec,20/05/2027,Conozca las novedades incorporadas este mes.,Publicidad,synthetic
678,Proyecto conjunto,contacto@asociacioncomercial.ec,13/05/2027,Nos gustaría desarrollar una capacitación conjunta para emprendedores.,Colaboraciones,synthetic
679,Alianza,proyectos@clustertextil.ec,16/05/2027,Creemos que ambas organizaciones pueden colaborar en un proyecto regional.,Colaboraciones,synthetic
680,Seguimiento a la reunión,direccion@redempresas.ec,20/05/2027,Gracias por el tiempo. Esperamos avanzar con la propuesta presentada.,Colaboraciones,synthetic
